Name,Department,year1,year2,year3,year4,year5,Years,Graduated
Torgan Lingard,Civil Engineering,4,2.8,3.6,2,2,5,2014
Sebastian Hummit,Geology,3.2,4.4,3.2,2,3.6,5,2014
Kendrick Paul,Mechganical Engineering,4,2.8,2.8,,,3,2016
Donald Hustle,Mining Engineering,3.2,4,2,,,3,2016
Malcomm Mark,Information Technology,4.4,4,3.2,3.6,,4,2015
McCall Cavati,Computer Science,4,4,3.2,2.4,,4,2015
Santos Priscilia,Micro Biology,2.8,3.2,3.6,,,3,2016
Smith Sandra,Data Analysis,2,3.2,3.6,3.6,4,5,2014
Diego Esther,Software Programming,3.2,4.4,4.4,,,3,2016
Henry Hustle,Building Technology,3.6,2.4,4.4,,,3,2016
Hewlette Anabelle,Building Technology,2.8,4.4,3.6,2.4,3.6,5,2014
Marcos Lingard,Physics,4.4,3.2,2,3.6,,4,2015
Smith Chris,Biochemistry,4.4,3.6,4,2.8,2.8,5,2014
Edding Emtee,Information Technology,2.4,4.4,2,3.2,2.8,5,2014
Manchester White,Civil Engineering,3.2,2.8,4,3.6,,4,2015
Hezekiah Cavati,Information Technology,2,4,2.4,4.4,3.2,5,2014
Smith Whice,Building Technology,4.4,2.8,2.4,,,3,2016
Abraham Emtee,Computer Engineering,3.2,2,4.4,,,3,2016
Honda Emrican,Bio Technology,2.4,2.4,2,3.2,,4,2015
Febo Justin,Machine and Deep Engineering,2.8,2.4,4,,,3,2016
Emerson Jack,Architecture,3.2,3.6,2.8,2.4,,4,2015
Hezekiah Burna,Building Technology,4.4,2,2.4,3.2,,4,2015
PyRodri Young man,Information Technology,3.6,2.8,3.2,,,3,2016
Kendrick Green,Micro Biology,2.4,2,2.8,3.6,4,5,2014
McCoaster Jordan,Civil Engineering,3.2,2.4,2,2.8,,4,2015
Abraham James,Data Analysis,2.4,2.8,2,3.6,2.8,5,2014
Donald James,Building Technology,4,2.8,2,4.4,,4,2015
Donald Charles,Mining Engineering,4,4,2.4,2,4.4,5,2014
Paulinho Julius,Machine and Deep Engineering,3.6,3.2,2,,,3,2016
Malcomm Cara,Mechganical Engineering,4,3.6,4.4,,,3,2016
Einstein Mark,Computer Science,2,2.4,2.8,,,3,2016
Becam Charles,Civil Engineering,3.6,3.6,3.2,4,,4,2015
McCall Brenda,Mining Engineering,4.4,4,3.6,4.4,3.6,5,2014
Robert Dembele,Machine and Deep Engineering,2,2.4,2.8,4.4,3.6,5,2014
Hezekiah Jordan,Statistics,3.2,2.8,4,2.4,,4,2015
Santos Justin,Computer Engineering,3.2,2,2,2,2,5,2014
Charlotte Charles,Software Programming,3.2,2.8,3.6,3.6,3.6,5,2014
Sebastian Jack,Data Analysis,3.6,2.8,4.4,3.6,3.6,5,2014
Hezekiah Edward,Mining Engineering,3.2,4,3.6,2,2,5,2014
Malcomm Dembele,Geology,2.4,3.2,4,,,3,2016
Abraham Cara,Civil Engineering,3.2,4.4,4.4,4,3.6,5,2014
Honda White,Micro Biology,2.4,2,3.2,2.4,,4,2015
Hewlette Jordan,Machine and Deep Engineering,2.4,2,4,,,3,2016
Becam Gopy,Building Technology,2.4,3.6,3.6,2.8,2.8,5,2014
Kendrick Brenda,Geology,3.6,3.2,4,,,3,2016
Paulinho John,Computer Engineering,4,3.2,2,2.4,,4,2015
Mizphabet Philine,Micro Biology,4.4,2,3.2,2.8,,4,2015
Narcos Priscilia,Cyber Security,3.6,2,2.8,,,3,2016
Edding Fredie,Mining Engineering,2,2.8,4.4,,,3,2016
Sellini Young man,Cyber Security,3.6,3.6,4.4,4,2,5,2014
PyRodri Priscilia,Micro Biology,4.4,4.4,3.2,3.6,,4,2015
Andrew Lingard,Information Technology,2.8,3.6,4.4,2.8,2.8,5,2014
McCoaster Paul,Biochemistry,2.8,3.6,2,2.8,,4,2015
Luke James,Computer Engineering,3.6,3.2,3.6,,,3,2016
Malcomm Burna,Cyber Security,2.4,4,4.4,,,3,2016
Willson Babbage,Mechganical Engineering,3.6,4.4,2,2,,4,2015
Greenwich Charles,Building Technology,2.8,3.2,3.2,,,3,2016
Diego Jack,Geology,2.8,4,2,4,2.4,5,2014
Febo White,Mining Engineering,2,2,3.6,2.8,,4,2015
Smith Green,Data Analysis,4,2.8,3.2,,,3,2016
Thompson Shorya,Mining Engineering,3.2,2,4,2,,4,2015
Honda Hummit,Data Analysis,3.2,3.2,2,,,3,2016
Phelionni Mercy,Computer Science,2,4,2.8,,,3,2016
Kendrick Julius,Mechganical Engineering,3.2,3.6,2.8,2.8,,4,2015
Douglas Bond,Mechganical Engineering,3.2,3.6,3.2,2.8,,4,2015
Becam Dunlop,Geology,4,3.6,4,4,4.4,5,2014
Anderson Marla,Bio Technology,4,4,2,4.4,2,5,2014
Chelsea Limpo,Biochemistry,2.8,2.8,2.8,2.8,,4,2015
Willson Marla,Bio Technology,4.4,2,2.8,4,4,5,2014
Torgan Anabelle,Survey and Geo-informatics,3.6,2,3.2,3.2,3.6,5,2014
Anderson Coutiho,Mechganical Engineering,3.2,2.4,2.8,,,3,2016
Lorrience Babbage,Data Analysis,3.6,2.8,2.8,4,,4,2015
Greenwich Edward,Mechganical Engineering,4,2.8,4.4,,,3,2016
Barcelona Shorya,Computer Science,2,2.8,3.2,2,,4,2015
Sellini Priscilia,Mining Engineering,2.8,2.4,2,4,4,5,2014
Narcos Philine,Civil Engineering,2.4,4.4,4,4,,4,2015
McCall Green,Mechganical Engineering,2.4,3.2,3.6,,,3,2016
Ford Jordan,Data Analysis,3.6,3.2,2,2.8,4.4,5,2014
Hezekiah Montana,Bio Technology,2.4,3.6,4,4.4,2.4,5,2014
Ford Limpo,Architecture,4.4,2,2.8,,,3,2016
Kendrick Marla,Data Analysis,4,2,3.6,4.4,,4,2015
Thompson Hustle,Physics,3.2,4.4,2,2,3.2,5,2014
Hewlette Jack,Architecture,2,2.8,4,4.4,4.4,5,2014
Rica Love,Geology,3.6,3.2,3.6,,,3,2016
Abraham Montana,Micro Biology,4.4,4,4,3.6,2.8,5,2014
Douglas Lingard,Geology,4.4,2,3.2,3.2,,4,2015
Hewlette Chris,Statistics,4,2.4,2.8,,,3,2016
McCall Priscilia,Building Technology,4.4,2,3.6,3.2,,4,2015
Marcos Love,Machine and Deep Engineering,2.8,2.4,2,,,3,2016
McCall Wayne,Biochemistry,4.4,2,2.4,2.4,3.2,5,2014
Marcos Esther,Information Technology,2.8,2.4,3.2,,,3,2016
Malcomm Hummit,Mining Engineering,3.6,2.4,4,4,2.8,5,2014
Sebastian Shorya,Computer Engineering,2.8,3.2,4,3.6,2.8,5,2014
Gomez Esther,Building Technology,4,3.2,3.2,,,3,2016
Ford Emtee,Geology,2.4,4,2.4,2,4.4,5,2014
Narcos Emrican,Computer Engineering,3.2,3.6,4.4,,,3,2016
Charlotte Whice,Building Technology,4.4,4.4,4.4,3.2,2.8,5,2014
Mourinho Cavati,Cyber Security,3.2,3.6,3.2,2.4,,4,2015
Hewlette Bond,Machine and Deep Engineering,4,2.8,2.4,2.4,,4,2015
Manchester Coutiho,Statistics,2,2,2.8,3.6,,4,2015
Edding Jordan,Statistics,3.6,2.8,4.4,,,3,2016
Lorrience Philine,Information Technology,3.6,3.2,4,,,3,2016
Abraham Julius,Survey and Geo-informatics,3.2,4.4,2.4,,,3,2016
Thompson Chris,Building Technology,4.4,4,3.2,,,3,2016
Ford Casandra,Mining Engineering,4.4,3.2,2.8,3.2,3.2,5,2014
Becam Edward,Software Programming,4.4,2.4,4,,,3,2016
Barcelona John,Bio Technology,4,2.8,2.4,2,,4,2015
Silver Berger,Bio Technology,3.6,3.6,3.2,,,3,2016
Smith John,Physics,3.2,2.4,3.6,3.2,,4,2015
Sebastian Dunlop,Information Technology,2.8,4.4,4.4,3.2,,4,2015
Donald Esther,Micro Biology,3.2,2.4,2,,,3,2016
Diego Cara,Mechganical Engineering,4.4,4,3.6,2,,4,2015
Rica Nicki,Micro Biology,2.4,2,3.6,4.4,2.8,5,2014
Richard Shorya,Physics,2,2.8,3.2,4.4,,4,2015
Manchester Berger,Survey and Geo-informatics,2,4.4,2.8,,,3,2016
Santos Babbage,Computer Science,2.4,3.2,4,4.4,2.8,5,2014
Sebastian Edward,Cyber Security,2.8,4,4.4,2.8,,4,2015
Abraham Bond,Mining Engineering,2,4.4,4,3.6,,4,2015
Henry James,Information Technology,4,2.4,4.4,3.6,,4,2015
Greenwich Justin,Physics,4,4,2.8,3.6,,4,2015
Charlotte Slipey,Micro Biology,2,4.4,3.6,4.4,,4,2015
Greenwich Anabelle,Physics,3.6,2,4.4,,,3,2016
Kendrick Emrican,Bio Technology,3.6,3.2,4.4,4,,4,2015
Narcos Edward,Statistics,2.4,2.8,2,2.4,,4,2015
Luke Paul,Computer Engineering,2.8,4.4,2.8,2.8,,4,2015
Sellini Nicki,Biochemistry,4,4,4.4,2.4,4.4,5,2014
McCall Young man,Architecture,3.2,3.6,4,2,4.4,5,2014
David Lingard,Computer Engineering,2.4,2.8,4.4,,,3,2016
Gomez Emtee,Survey and Geo-informatics,2.4,4.4,3.6,,,3,2016
Narcos Hummit,Survey and Geo-informatics,2.8,3.2,3.2,,,3,2016
Douglas Dunlop,Machine and Deep Engineering,4.4,3.2,3.2,2.8,,4,2015
Henry Anabelle,Computer Engineering,3.6,3.2,2.4,,,3,2016
Narcos Coutiho,Statistics,3.6,4.4,2,,,3,2016
Greenwich Brenda,Data Analysis,2.4,3.2,2.8,3.6,,4,2015
Robert Charles,Computer Science,3.6,4,2,2.8,,4,2015
Paulinho Brenda,Civil Engineering,2.8,3.2,2,3.6,,4,2015
Richard Sandra,Mechganical Engineering,4.4,2,3.2,4,2.8,5,2014
Becam Nicki,Data Analysis,2.8,4,3.6,4,,4,2015
Marcos Young man,Civil Engineering,2,2.8,3.6,,,3,2016
Marcos Wayne,Information Technology,4,3.2,3.2,,,3,2016
Barcelona Cara,Bio Technology,4,3.6,4,3.6,4.4,5,2014
Febo Jordan,Bio Technology,4.4,3.6,2,,,3,2016
Silver Emtee,Cyber Security,3.6,3.2,2.4,2.8,,4,2015
Richard Hustle,Civil Engineering,2.4,4,2,,,3,2016
Febo Burna,Architecture,2,4.4,2,2.8,,4,2015
Manchester Marla,Statistics,2,2,4.4,2,2.8,5,2014
Robert White,Statistics,2,2.4,3.6,2.4,4,5,2014
Anderson James,Micro Biology,4,2,3.2,2,,4,2015
Douglas Berger,Computer Engineering,2,2.8,2.8,,,3,2016
McCoaster Green,Geology,4.4,3.2,2.4,,,3,2016
Henry Hummit,Computer Science,2.8,4,3.6,4,2.4,5,2014
Einstein Gopy,Bio Technology,3.6,2.8,2.8,4.4,,4,2015
Silver Bill,Bio Technology,3.6,2.4,3.6,,,3,2016
Richard Burna,Micro Biology,3.2,3.2,3.2,3.2,2.4,5,2014
Willson Mercy,Information Technology,2,3.6,2,,,3,2016
Malcomm Babbage,Software Programming,2.4,2,4.4,3.2,4,5,2014
Edding Kiki,Physics,2.4,4.4,3.2,3.6,,4,2015
Marcos Cavati,Computer Engineering,2.4,2,4,2.8,,4,2015
Mourinho Justin,Geology,4.4,3.6,4.4,4.4,,4,2015
Edding Mark,Software Programming,3.6,3.2,3.2,,,3,2016
Febo Love,Information Technology,2.8,3.6,2,4.4,,4,2015
Gomez Coutiho,Computer Science,2,3.6,3.2,2,,4,2015
Rica Montana,Geology,2.4,3.2,2.4,3.6,,4,2015
Abraham Whice,Computer Science,2.4,2.8,4.4,4,,4,2015
Paulinho Jack,Biochemistry,3.2,3.2,2.8,,,3,2016
Abraham Green,Cyber Security,3.2,2,4.4,2.8,4,5,2014
Manchester Priscilia,Computer Science,4,4.4,4,4,,4,2015
Alexander Julius,Survey and Geo-informatics,4.4,3.2,3.6,3.6,,4,2015
Rica Anabelle,Civil Engineering,3.6,2,4,,,3,2016
Richard Hummit,Machine and Deep Engineering,2.4,2,3.6,2.4,4.4,5,2014
Smith Emrican,Micro Biology,2,2.8,4,2.8,,4,2015
Mourinho John,Survey and Geo-informatics,2,4.4,2,2.8,,4,2015
Santos Bond,Mechganical Engineering,3.6,2,4,,,3,2016
Hewlette James,Machine and Deep Engineering,4.4,4,3.2,,,3,2016
Edding Montana,Civil Engineering,2,4.4,2.8,3.2,,4,2015
Lucas Kiki,Survey and Geo-informatics,3.2,3.2,4.4,2.8,,4,2015
Rica Edward,Civil Engineering,2.8,3.2,2.8,2,,4,2015
Andrew Fredie,Bio Technology,2.8,2.4,3.6,2.4,3.6,5,2014
Manchester Philine,Mechganical Engineering,4,4.4,3.2,,,3,2016
Lucas Philine,Machine and Deep Engineering,2.8,2.4,4.4,2.8,3.6,5,2014
Chelsea Sandra,Civil Engineering,4,4.4,4.4,,,3,2016
Gomez Charles,Data Analysis,3.2,4.4,3.2,4,2.4,5,2014
Thompson Berger,Computer Science,2.4,4.4,4.4,,,3,2016
Willson Jordan,Data Analysis,2.8,4.4,3.2,3.2,2.8,5,2014
Phelionni John,Machine and Deep Engineering,3.6,2,2.8,4.4,,4,2015
Phelionni Shorya,Architecture,3.2,2,3.2,3.6,3.6,5,2014
Thompson Limpo,Cyber Security,4.4,2.4,4,,,3,2016
Subdila Nicki,Building Technology,4,3.6,3.6,,,3,2016
Alexander Priscilia,Building Technology,2.4,2.8,2,3.2,,4,2015
David Sandra,Mining Engineering,3.2,3.6,4,2,,4,2015
Richard Dan,Geology,3.2,2,4.4,2.8,,4,2015
Honda Shorya,Cyber Security,4,3.2,2.8,,,3,2016
Greenwich Hustle,Bio Technology,4,2.4,3.6,,,3,2016
Einstein Bond,Information Technology,2.8,2.8,4.4,4,,4,2015
Gomez Limpo,Computer Engineering,2,2,4,2,,4,2015
Phelionni Anabelle,Civil Engineering,3.2,2,4,2,4,5,2014
Anderson Charles,Computer Engineering,3.2,4.4,3.2,,,3,2016
Rica White,Geology,4.4,4.4,2,,,3,2016
Henry Esther,Architecture,2.8,4.4,2,3.6,4.4,5,2014
Abraham Justin,Computer Engineering,4,4,2.4,3.2,3.6,5,2014
David Green,Software Programming,2,4.4,2,2.8,,4,2015
Hezekiah Mercy,Civil Engineering,3.2,4,2,2.8,4.4,5,2014
Luke Mercy,Computer Engineering,2.4,4.4,2,4,2,5,2014
Torgan Casandra,Computer Engineering,3.2,3.6,2.4,,,3,2016
Hewlette Hustle,Statistics,2,2.8,3.2,2.4,3.6,5,2014
Luke Green,Cyber Security,3.2,2.4,4.4,4,2.8,5,2014
Smith Brenda,Architecture,2.8,2.8,2.4,,,3,2016
Donald Brenda,Physics,4.4,4,4,3.6,,4,2015
Marcos Anabelle,Bio Technology,3.2,2.4,2.8,3.2,4.4,5,2014
Malcomm Jordan,Data Analysis,4.4,3.6,4,3.6,,4,2015
Douglas Fredie,Computer Engineering,3.2,2.4,2.8,2,,4,2015
Torgan White,Bio Technology,3.6,3.2,2.8,,,3,2016
David Paul,Machine and Deep Engineering,3.2,2.8,4,,,3,2016
Emerson Philine,Geology,2,2.8,4,3.6,,4,2015
Febo Slipey,Computer Science,2.8,4.4,3.2,2.8,3.2,5,2014
Smith Priscilia,Micro Biology,4.4,2,4,3.6,4.4,5,2014
PyRodri Emtee,Computer Engineering,4.4,2,4,4.4,,4,2015
Hewlette White,Geology,2,4.4,4.4,,,3,2016
Sebastian Justin,Geology,4,4,4,,,3,2016
Kendrick Limpo,Architecture,4,4,2.8,,,3,2016
Luke Burna,Biochemistry,4,3.2,2,3.6,,4,2015
Willson Charles,Micro Biology,3.6,2.8,3.6,4.4,,4,2015
McCoaster Emtee,Architecture,4.4,4,2,3.2,,4,2015
Rica Berger,Biochemistry,4.4,4,2.8,,,3,2016
Edding Philine,Micro Biology,2.4,4.4,4.4,,,3,2016
Chelsea Dan,Software Programming,4,4.4,4.4,,,3,2016
Lucas Chris,Biochemistry,4.4,3.6,2.8,,,3,2016
Phelionni Dunlop,Micro Biology,3.2,3.2,2.4,,,3,2016
Rica Charles,Information Technology,4.4,2,2,4,2.8,5,2014
Henry Dunlop,Mining Engineering,2,4.4,3.2,2.8,,4,2015
Ford Fredie,Information Technology,3.6,3.2,3.2,2,4,5,2014
Donald Priscilia,Information Technology,3.6,4.4,4.4,3.6,,4,2015
Henry Charles,Information Technology,3.6,2.4,3.6,4.4,,4,2015
Donald White,Information Technology,2.8,4.4,4,,,3,2016
Douglas Love,Computer Science,2.4,4,2.4,2.4,,4,2015
Lorrience James,Software Programming,4.4,4,4.4,2.4,,4,2015
McCall Dembele,Machine and Deep Engineering,2.8,3.6,3.2,2.8,3.2,5,2014
Henry Gopy,Computer Science,4.4,2.4,3.2,2.4,,4,2015
Chelsea Mark,Information Technology,4.4,2.8,4.4,,,3,2016
Torgan Priscilia,Software Programming,2,3.2,2,2.8,2.4,5,2014
Hezekiah Esther,Cyber Security,3.6,3.2,4,4.4,3.2,5,2014
Kendrick Burna,Software Programming,4,3.6,2.4,2.8,4.4,5,2014
Mizphabet Hummit,Civil Engineering,4,4,3.6,3.2,4.4,5,2014
David Charles,Civil Engineering,2.8,3.2,2,4,,4,2015
Mourinho James,Mechganical Engineering,4,2.8,4,,,3,2016
Douglas Coutiho,Geology,2,2,4.4,2.4,4,5,2014
Subdila James,Building Technology,3.2,2,2,2.8,3.2,5,2014
Mizphabet Whice,Bio Technology,4,2.8,4,2.4,,4,2015
Abraham Cavati,Mining Engineering,4,2.4,2.4,,,3,2016
Andrew Cara,Computer Science,2.4,3.6,2.8,2.8,,4,2015
Greenwich Marla,Architecture,3.6,4.4,3.6,,,3,2016
Richard Mercy,Physics,3.6,2,4.4,,,3,2016
Thompson White,Building Technology,4,3.6,2.8,2.4,,4,2015
Einstein Edward,Machine and Deep Engineering,4,2,2,4.4,2,5,2014
Emerson Cavati,Machine and Deep Engineering,2,2,2.8,3.2,,4,2015
Paulinho Bill,Cyber Security,4.4,3.2,4,3.2,,4,2015
Einstein White,Computer Science,2.4,4.4,3.6,3.6,,4,2015
Torgan John,Physics,3.2,2.8,2,4.4,,4,2015
Ford Young man,Mining Engineering,2,2.4,3.2,2.4,4,5,2014
Edding Emrican,Micro Biology,2.8,3.6,4.4,3.2,,4,2015
Richard Whice,Biochemistry,3.2,2.8,4,2.8,4,5,2014
Subdila Julius,Mechganical Engineering,3.6,2.4,2.4,4,2.4,5,2014
Luke Hummit,Biochemistry,2,3.2,2.4,3.6,2.4,5,2014
David Emtee,Data Analysis,2,2.8,2,,,3,2016
Sebastian John,Building Technology,4,3.2,3.2,,,3,2016
Alexander Esther,Information Technology,3.2,2,2.8,2,,4,2015
Alexander Young man,Computer Science,3.6,2.8,4.4,3.2,,4,2015
Diego Berger,Geology,4.4,3.6,2,,,3,2016
Gomez Marla,Data Analysis,4,2.8,2,2,,4,2015
Robert Anabelle,Software Programming,2.4,4.4,4,3.6,,4,2015
Chelsea Mercy,Information Technology,4,3.6,4,3.6,3.2,5,2014
Malcomm Limpo,Software Programming,3.6,2.8,4.4,2.8,,4,2015
Alexander Love,Statistics,2,4.4,3.2,2.4,,4,2015
Douglas Bill,Architecture,2,2,2.8,2.8,2,5,2014
Mizphabet Esther,Bio Technology,4,2.8,4.4,,,3,2016
Thompson Bond,Survey and Geo-informatics,4.4,3.2,3.2,,,3,2016
Emerson Nicki,Bio Technology,3.2,2.4,2.8,2.4,2.4,5,2014
Charlotte Love,Micro Biology,2.4,2.8,4,,,3,2016
Narcos Lingard,Survey and Geo-informatics,3.2,4.4,4,,,3,2016
Willson Dan,Cyber Security,3.2,2.8,2.4,,,3,2016
Douglas Kiki,Statistics,3.2,4.4,3.2,3.2,,4,2015
Charlotte Julius,Physics,4,3.6,4,,,3,2016
Andrew John,Computer Engineering,2.8,2.4,4,,,3,2016
PyRodri Dan,Biochemistry,2.8,2.4,2.4,2.4,,4,2015
Willson Esther,Bio Technology,2.8,3.6,3.6,3.2,,4,2015
Gomez Mark,Machine and Deep Engineering,2.8,2,3.2,,,3,2016
Willson Edward,Survey and Geo-informatics,3.6,2.4,4,,,3,2016
Andrew Young man,Information Technology,4,3.2,3.2,,,3,2016
Willson Whice,Physics,4.4,3.2,2,3.2,,4,2015
Chelsea Dunlop,Micro Biology,4,2.4,4.4,,,3,2016
David Cavati,Computer Science,2.8,3.6,2,2.8,4.4,5,2014
Silver Edward,Building Technology,4.4,3.2,2.4,,,3,2016
Donald Love,Biochemistry,2.4,2.8,3.2,3.2,,4,2015
Narcos Babbage,Machine and Deep Engineering,3.2,4.4,2,,,3,2016
Robert Brenda,Machine and Deep Engineering,2.4,3.2,2.8,,,3,2016
Febo Edward,Physics,4,3.2,2.8,2.8,4.4,5,2014
Febo Kiki,Computer Engineering,3.2,2,2.4,4,,4,2015
Andrew Burna,Physics,4.4,2,3.6,3.2,,4,2015
Douglas Hustle,Machine and Deep Engineering,4,2,2.8,2.8,2.4,5,2014
Edding Love,Computer Engineering,3.2,3.6,4.4,3.2,,4,2015
Lorrience Montana,Data Analysis,4,4.4,3.6,4.4,,4,2015
Robert Priscilia,Machine and Deep Engineering,2,2.8,2.4,,,3,2016
Edding Sandra,Information Technology,2.4,4,3.6,4,4.4,5,2014
Smith Mercy,Information Technology,2,4.4,3.6,,,3,2016
Silver White,Bio Technology,3.6,3.6,2.8,2.8,,4,2015
Emerson Fredie,Architecture,4,2.4,2.4,3.2,,4,2015
Ford Charles,Mechganical Engineering,3.6,2,2.4,2.4,2.4,5,2014
Torgan Philine,Software Programming,4.4,3.6,4,4,2.8,5,2014
Febo Whice,Data Analysis,2.8,3.2,2.4,4.4,,4,2015
Manchester Anabelle,Biochemistry,2,2,4,4.4,3.6,5,2014
Charlotte John,Computer Engineering,2,2.8,2.8,3.2,3.6,5,2014
Charlotte Limpo,Mechganical Engineering,2,2.4,2.8,,,3,2016
Ford Lingard,Machine and Deep Engineering,4,2,3.2,4.4,4,5,2014
Douglas Burna,Cyber Security,4.4,3.2,4,4.4,,4,2015
Rica Lingard,Civil Engineering,2,2.4,2.8,,,3,2016
Lucas Limpo,Data Analysis,2.8,4.4,2.8,3.6,,4,2015
Charlotte Philine,Information Technology,2.4,4.4,2.4,,,3,2016
Emerson Jordan,Micro Biology,2,4.4,4.4,,,3,2016
Luke Casandra,Architecture,2,4.4,3.6,,,3,2016
Mourinho Fredie,Mining Engineering,2,2.4,3.2,,,3,2016
Subdila Coutiho,Mechganical Engineering,3.2,4,2,4,,4,2015
Anderson Paul,Mining Engineering,2,2,2.4,2.4,,4,2015
Marcos Montana,Mining Engineering,4,2.4,2,4.4,3.6,5,2014
McCall Julius,Computer Engineering,3.6,3.6,4,2.4,3.6,5,2014
Richard Julius,Cyber Security,2.8,3.6,3.6,,,3,2016
Marcos Hummit,Civil Engineering,3.2,2.4,2.4,2.8,,4,2015
Alexander Green,Data Analysis,2,2.8,3.6,,,3,2016
Greenwich Montana,Mining Engineering,4.4,2,2.8,4.4,,4,2015
Anderson Burna,Computer Science,3.2,2.8,4.4,3.6,,4,2015
Luke Dan,Survey and Geo-informatics,2,2.4,3.2,3.2,4.4,5,2014
Mourinho Coutiho,Mining Engineering,2.4,4,2.4,,,3,2016
PyRodri Esther,Information Technology,3.6,2.8,4.4,2.8,,4,2015
Einstein Emtee,Statistics,4,4,4.4,2.4,,4,2015
Abraham Berger,Micro Biology,4,3.6,3.6,2.8,,4,2015
Sellini Dan,Data Analysis,2.4,3.2,3.6,,,3,2016
Edding Hummit,Information Technology,4.4,2,2.8,,,3,2016
Greenwich Cavati,Information Technology,3.6,2.4,4.4,,,3,2016
Anderson Dunlop,Mechganical Engineering,3.2,2.4,2.4,,,3,2016
Abraham Kiki,Mining Engineering,3.6,3.6,4.4,4,,4,2015
Douglas Young man,Data Analysis,4,2.4,3.6,,,3,2016
Diego Paul,Information Technology,3.2,4,4,,,3,2016
Santos Young man,Bio Technology,2.8,3.6,4,3.6,,4,2015
Phelionni Fredie,Building Technology,3.6,2.8,2.8,3.2,,4,2015
Abraham Dan,Mechganical Engineering,3.2,2.8,3.6,4.4,4,5,2014
Douglas Julius,Data Analysis,2.8,4,2,,,3,2016
Narcos Emtee,Mechganical Engineering,4.4,2.4,3.6,4.4,,4,2015
Anderson Lingard,Data Analysis,3.2,2,2.4,3.6,2,5,2014
Kendrick Hummit,Mining Engineering,2,3.2,2.4,2.8,4,5,2014
Santos Dunlop,Data Analysis,3.2,2.4,3.6,,,3,2016
Robert Coutiho,Architecture,3.6,2.4,2.8,3.2,,4,2015
Donald Fredie,Physics,4.4,2.8,3.2,4,,4,2015
Manchester Charles,Physics,2,3.6,4.4,2.8,,4,2015
Alexander Gopy,Software Programming,3.6,2.8,3.2,2.4,,4,2015
Kendrick Cavati,Geology,4.4,4,2,4,,4,2015
Phelionni Green,Micro Biology,2.8,2.8,2.8,3.6,3.2,5,2014
McCall Love,Civil Engineering,2,2.4,2.4,3.6,2,5,2014
Kendrick Casandra,Data Analysis,3.2,2.8,3.6,3.2,2.8,5,2014
Diego Priscilia,Mechganical Engineering,4.4,4.4,3.6,4.4,2,5,2014
Douglas Justin,Geology,2.8,3.2,4,4.4,,4,2015
Alexander White,Biochemistry,2,4.4,3.6,2.4,,4,2015
Anderson Montana,Geology,2,3.2,3.6,3.2,,4,2015
Richard Wayne,Software Programming,3.2,2.8,4.4,,,3,2016
Abraham Brenda,Architecture,2.4,2.4,4,2.4,,4,2015
Malcomm Casandra,Software Programming,2.8,2.4,2.8,,,3,2016
Abraham Burna,Software Programming,2,2.4,2.4,3.6,2.8,5,2014
David Shorya,Machine and Deep Engineering,2,4,2,3.2,2,5,2014
Lorrience Justin,Architecture,2.4,3.2,3.2,3.6,,4,2015
Douglas Esther,Geology,3.6,3.2,2,,,3,2016
Gomez Brenda,Statistics,4.4,2.4,2.4,2,,4,2015
Silver Jack,Bio Technology,2.8,2.8,4.4,4,,4,2015
Smith Jack,Architecture,4,2.4,2,4.4,,4,2015
Barcelona Dunlop,Survey and Geo-informatics,2.8,2.8,2.8,,,3,2016
Charlotte Paul,Micro Biology,4.4,3.6,3.6,2.4,,4,2015
Diego Casandra,Statistics,2,3.6,3.6,3.2,,4,2015
David Love,Mining Engineering,4,2.8,3.6,,,3,2016
Paulinho Mark,Computer Engineering,3.2,2,3.2,,,3,2016
Edding Gopy,Building Technology,4.4,3.6,3.2,,,3,2016
PyRodri Cara,Survey and Geo-informatics,4,2.8,2.8,,,3,2016
Mizphabet Coutiho,Data Analysis,4.4,2,4.4,,,3,2016
Emerson Emtee,Cyber Security,3.6,4.4,3.6,4,,4,2015
Ford White,Information Technology,3.2,3.2,2,2,,4,2015
Andrew Marla,Computer Science,2.8,2,4,3.2,,4,2015
Barcelona Brenda,Mechganical Engineering,3.6,3.6,2.4,,,3,2016
Hezekiah Emrican,Micro Biology,3.2,2.4,4,,,3,2016
Smith Bill,Biochemistry,4,3.2,4.4,,,3,2016
Manchester Love,Building Technology,2.8,4,2.4,3.6,2,5,2014
Narcos Young man,Computer Science,2.4,4.4,3.6,3.2,,4,2015
Narcos Cara,Bio Technology,4,2,4.4,,,3,2016
McCall Dunlop,Information Technology,2,2.8,3.2,2,3.2,5,2014
Ford Bond,Micro Biology,2.8,2,3.6,2.8,3.2,5,2014
Smith Burna,Computer Science,2,4.4,2.4,,,3,2016
Donald Jack,Data Analysis,3.6,4.4,3.2,2.4,,4,2015
Lucas Hummit,Civil Engineering,2.4,2,2.4,,,3,2016
Malcomm Philine,Computer Engineering,3.2,3.2,3.2,,,3,2016
Alexander Jack,Computer Science,3.6,3.2,2.8,2,,4,2015
Rica Limpo,Survey and Geo-informatics,2.8,2.8,3.2,,,3,2016
Luke Lingard,Data Analysis,2.4,2.8,3.2,4.4,,4,2015
Kendrick Coutiho,Bio Technology,2.4,2.4,3.2,,,3,2016
Alexander Charles,Statistics,3.6,2,3.6,,,3,2016
